time[s], x, y, z, R, P, Y
255, -0.0136758, -0.357728, 1.69778, 2.8452, -0.975115, 1.69156, 
256, -0.0115029, -0.355888, 1.69818, 2.8455, -0.976405, 1.69492, 
257, -0.00994912, -0.356212, 1.69893, 2.84702, -0.974801, 1.69807, 
258, -0.00766149, -0.354539, 1.69926, 2.84708, -0.977643, 1.70165, 
259, -0.00610596, -0.354852, 1.70001, 2.84862, -0.976044, 1.70479, 
260, -0.00416405, -0.353803, 1.7006, 2.84935, -0.975928, 1.70828, 
261, -0.0022088, -0.352725, 1.70103, 2.85135, -0.974383, 1.71067, 
262, -0.000276424, -0.351662, 1.70162, 2.85207, -0.974267, 1.71416, 
263, 0.00161045, -0.35131, 1.70209, 2.85289, -0.975653, 1.71743, 
264, 0.00335907, -0.350218, 1.70277, 2.85388, -0.974013, 1.7207, 
265, 0.00524277, -0.349853, 1.70324, 2.85467, -0.975402, 1.72399, 
266, 0.00712604, -0.349481, 1.7037, 2.85547, -0.976792, 1.72728, 
267, 0.00886543, -0.348371, 1.70437, 2.85648, -0.975158, 1.73052, 
268, 0.0107454, -0.347987, 1.70483, 2.85726, -0.97655, 1.73383, 
269, 0.0107454, -0.347987, 1.70483, 2.85726, -0.97655, 1.73383, 
270, 0.0138131, -0.348528, 1.70638, 2.85836, -0.976758, 1.74134, 
271, 0.0157347, -0.347384, 1.70679, 2.86045, -0.975251, 1.74363, 
272, 0.0178153, -0.345666, 1.70723, 2.86217, -0.973801, 1.74638, 
273, 0.0188509, -0.348332, 1.70819, 2.86169, -0.976701, 1.7509, 
274, 0.0210905, -0.34581, 1.7084, 2.86286, -0.976651, 1.75359, 
275, 0.0231571, -0.344071, 1.70883, 2.86461, -0.975211, 1.75631, 
276, 0.0242524, -0.345964, 1.70975, 2.86552, -0.975172, 1.75978, 
277, 0.026104, -0.344925, 1.71033, 2.86623, -0.975108, 1.76327, 
278, 0.0284576, -0.3425, 1.71045, 2.86699, -0.976601, 1.76631, 
279, 0.0295698, -0.344378, 1.71137, 2.8679, -0.97657, 1.76978, 
280, 0.0314133, -0.34332, 1.71193, 2.86861, -0.976509, 1.77327, 
281, 0.033148, -0.342907, 1.71255, 2.87143, -0.973646, 1.77546, 
282, 0.0348824, -0.34269, 1.71297, 2.87023, -0.977989, 1.77982, 
283, 0.0365756, -0.342392, 1.71376, 2.8716, -0.976546, 1.78327, 
284, 0.0382068, -0.342839, 1.71423, 2.8725, -0.978098, 1.78634, 
285, 0.0399002, -0.342527, 1.71502, 2.87389, -0.976661, 1.78977, 
286, 0.0416329, -0.342284, 1.71542, 2.87258, -0.980998, 1.79423, 
287, 0.0435347, -0.340463, 1.71598, 2.87673, -0.97537, 1.79548, 
288, 0.045135, -0.340984, 1.71662, 2.87607, -0.97833, 1.79991, 
289, 0.0466534, -0.340687, 1.71735, 2.87939, -0.974135, 1.80166, 
290, 0.0482563, -0.341194, 1.71799, 2.87871, -0.977095, 1.80612, 
291, 0.050041, -0.34097, 1.71847, 2.87917, -0.978695, 1.80969, 
292, 0.0513827, -0.341388, 1.71936, 2.88139, -0.975861, 1.81229, 
293, 0.0535149, -0.339612, 1.71967, 2.88275, -0.976016, 1.81528, 
294, 0.0551246, -0.340092, 1.72031, 2.88199, -0.978973, 1.81981, 
295, 0.056911, -0.339076, 1.7207, 2.88415, -0.97773, 1.822, 
296, 0.0585245, -0.339544, 1.72134, 2.88335, -0.980685, 1.82657, 
297, 0.0585245, -0.339544, 1.72134, 2.88335, -0.980685, 1.82657, 
298, 0.0616259, -0.339887, 1.72272, 2.88589, -0.979767, 1.83284, 
299, 0.0631464, -0.340316, 1.72352, 2.88763, -0.978501, 1.83586, 
300, 0.0649216, -0.339263, 1.72391, 2.88982, -0.97728, 1.838, 
301, 0.0666721, -0.339037, 1.72456, 2.88857, -0.980251, 1.84305, 
302, 0.0665386, -0.339691, 1.72455, 2.88902, -0.980097, 1.84259, 
303, 0.0665386, -0.339691, 1.72455, 2.88902, -0.980097, 1.84259, 
304, 0.066795, -0.338117, 1.72429, 2.88807, -0.981221, 1.84296, 
305, 0.0667295, -0.338694, 1.72451, 2.88906, -0.979588, 1.84268, 
306, 0.0664343, -0.340081, 1.72467, 2.88825, -0.980778, 1.84322, 
307, 0.0666238, -0.339185, 1.72448, 2.88969, -0.979189, 1.84207, 
308, 0.0668801, -0.337612, 1.72422, 2.88875, -0.980312, 1.84244, 
309, 0.0664884, -0.339748, 1.72462, 2.88873, -0.980126, 1.84285, 
310, 0.0666777, -0.338852, 1.72443, 2.89018, -0.978536, 1.8417, 
311, 0.0669338, -0.337279, 1.72417, 2.88923, -0.979659, 1.84207, 
312, 0.0665422, -0.339415, 1.72457, 2.88922, -0.979473, 1.84248, 
313, 0.0665721, -0.339243, 1.72455, 2.88941, -0.979213, 1.84233, 
314, 0.0666019, -0.339071, 1.72452, 2.8896, -0.978952, 1.84218, 
315, 0.0666316, -0.338899, 1.7245, 2.8898, -0.978691, 1.84203, 
316, 0.0666614, -0.338728, 1.72447, 2.88999, -0.97843, 1.84188, 
317, 0.0663664, -0.340115, 1.72463, 2.88918, -0.97962, 1.84242, 
318, 0.0665305, -0.339279, 1.72461, 2.88902, -0.979384, 1.84267, 
319, 0.0667195, -0.338384, 1.72442, 2.89046, -0.977794, 1.84152, 
320, 0.0664249, -0.339771, 1.72458, 2.88965, -0.978984, 1.84206, 
321, 0.0665887, -0.338936, 1.72456, 2.88949, -0.978748, 1.84231, 
322, 0.0667775, -0.33804, 1.72437, 2.89093, -0.977157, 1.84116, 
323, 0.0664831, -0.339428, 1.72453, 2.89013, -0.978346, 1.8417, 
324, 0.0666467, -0.338593, 1.72451, 2.88997, -0.97811, 1.84195, 
325, 0.0663518, -0.33998, 1.72467, 2.88916, -0.9793, 1.84249, 
326, 0.0664479, -0.339827, 1.72473, 2.89138, -0.976337, 1.84122, 
327, 0.0667032, -0.338253, 1.72446, 2.89045, -0.977462, 1.84159, 
328, 0.0664086, -0.33964, 1.72462, 2.88964, -0.978652, 1.84212, 
329, 0.0665723, -0.338805, 1.7246, 2.88948, -0.978416, 1.84237, 
330, 0.0664392, -0.339459, 1.7246, 2.88992, -0.978262, 1.84191, 
331, 0.0666028, -0.338623, 1.72458, 2.88976, -0.978026, 1.84216, 
332, 0.0664697, -0.339277, 1.72457, 2.89021, -0.977872, 1.8417, 
333, 0.0666332, -0.338442, 1.72455, 2.89005, -0.977636, 1.84195, 
334, 0.0665001, -0.339095, 1.72455, 2.89049, -0.977481, 1.84149, 
335, 0.0666684, -0.339033, 1.72461, 2.8885, -0.980083, 1.84324, 
336, 0.066535, -0.339687, 1.7246, 2.88895, -0.97993, 1.84278, 
337, 0.0667914, -0.338113, 1.72434, 2.888, -0.981054, 1.84315, 
338, 0.0666575, -0.338767, 1.72434, 2.88845, -0.9809, 1.84268, 
339, 0.0665923, -0.339343, 1.72456, 2.88944, -0.979267, 1.84241, 
340, 0.0668485, -0.33777, 1.72429, 2.88849, -0.980391, 1.84278, 
