time[s], x, y, z, R, P, Y
77, -0.100117, -0.288733, 1.71404, 2.9344, 0.032349, 1.62628, 
78, -0.0952426, -0.288786, 1.71577, 2.94424, 0.030573, 1.63066, 
79, -0.0903329, -0.288578, 1.71774, 2.95408, 0.0287706, 1.63571, 
80, -0.0851526, -0.28857, 1.71945, 2.96451, 0.0268387, 1.64007, 
81, -0.0802354, -0.288229, 1.7214, 2.97434, 0.0249904, 1.64508, 
82, -0.07502, -0.287881, 1.72334, 2.98476, 0.0230039, 1.65009, 
83, -0.0701239, -0.287607, 1.725, 2.99456, 0.0211164, 1.65438, 
84, -0.0649048, -0.287118, 1.72691, 3.00497, 0.0190821, 1.65935, 
85, -0.0599823, -0.286508, 1.7288, 3.01477, 0.0171398, 1.66429, 
86, -0.0547629, -0.285877, 1.73068, 3.02516, 0.0150552, 1.66921, 
87, -0.0495447, -0.285173, 1.73254, 3.03555, 0.0129454, 1.67412, 
88, -0.0446268, -0.284359, 1.73438, 3.04532, 0.010931, 1.67899, 
89, -0.0394134, -0.283513, 1.73621, 3.05569, 0.00877111, 1.68385, 
90, -0.0342037, -0.282594, 1.73803, 3.06605, 0.00658616, 1.68869, 
91, -0.0292976, -0.281577, 1.73982, 3.07579, 0.00450017, 1.6935, 
92, -0.0240977, -0.280517, 1.7416, 3.08613, 0.00226555, 1.69829, 
93, -0.0189043, -0.279385, 1.74336, 3.09647, 6.03724e-06, 1.70306, 
94, -0.0140172, -0.278165, 1.7451, 3.10619, -0.00215103, 1.70781, 
95, -0.00883861, -0.276892, 1.74683, 3.1165, -0.00445984, 1.71253, 
96, -0.0036689, -0.275547, 1.74854, 3.12681, -0.00679336, 1.71722, 
97, 0.00120083, -0.273905, 1.75047, 3.13651, -0.00904307, 1.72258, 
98, 0.00635036, -0.272419, 1.75214, -3.13639, -0.0114283, 1.72723, 
99, 0.0114884, -0.270862, 1.75379, -3.12611, -0.013838, 1.73185, 
100, 0.0163155, -0.26924, 1.75543, -3.11644, -0.0161383, 1.73646, 
101, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
102, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
103, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
104, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
105, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
106, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
107, 0.0181254, -0.268536, 1.75613, -3.11281, -0.0170141, 1.73843, 
